,model,AMFR_HUMAN_Tsuboyama_2023_4G3O,BBC1_YEAST_Tsuboyama_2023_1TG0,BCHB_CHLTE_Tsuboyama_2023_2KRU,CATR_CHLRE_Tsuboyama_2023_2AMI,CBPA2_HUMAN_Tsuboyama_2023_1O6X,CBX4_HUMAN_Tsuboyama_2023_2K28,CSN4_MOUSE_Tsuboyama_2023_1UFM,CUE1_YEAST_Tsuboyama_2023_2MYX,DNJA1_HUMAN_Tsuboyama_2023_2LO1,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,EPHB2_HUMAN_Tsuboyama_2023_1F0M,FECA_ECOLI_Tsuboyama_2023_2D1U,HECD1_HUMAN_Tsuboyama_2023_3DKM,ISDH_STAAW_Tsuboyama_2023_2LHR,MAFG_MOUSE_Tsuboyama_2023_1K1V,MBD11_ARATH_Tsuboyama_2023_6ACV,MYO3_YEAST_Tsuboyama_2023_2BTT,NKX31_HUMAN_Tsuboyama_2023_2L9R,NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSG_MYCTU_Tsuboyama_2023_2MI6,OBSCN_HUMAN_Tsuboyama_2023_1V1C,ODP2_GEOSE_Tsuboyama_2023_1W4G,PIN1_HUMAN_Tsuboyama_2023_1I6C,PITX2_HUMAN_Tsuboyama_2023_2L7M,POLG_PESV_Tsuboyama_2023_2MXD,PR40A_HUMAN_Tsuboyama_2023_1UZC,PSAE_SYNP2_Tsuboyama_2023_1PSE,RAD_ANTMA_Tsuboyama_2023_2CJJ,RBP1_HUMAN_Tsuboyama_2023_2KWH,RCD1_ARATH_Tsuboyama_2023_5OAO,RCRO_LAMBD_Tsuboyama_2023_1ORC,RD23A_HUMAN_Tsuboyama_2023_1IFY,RFAH_ECOLI_Tsuboyama_2023_2LCL,RL20_AQUAE_Tsuboyama_2023_1GYZ,RPC1_BP434_Tsuboyama_2023_1R69,SAV1_MOUSE_Tsuboyama_2023_2YSB,SDA_BACSU_Tsuboyama_2023_1PV0,SPA_STAAU_Tsuboyama_2023_1LP1,SPG2_STRSG_Tsuboyama_2023_5UBS,SPTN1_CHICK_Tsuboyama_2023_1TUD,SR43C_ARATH_Tsuboyama_2023_2N88,SRBS1_HUMAN_Tsuboyama_2023_2O2W,TCRG1_MOUSE_Tsuboyama_2023_1E0L,THO1_YEAST_Tsuboyama_2023_2WQG,TNKS2_HUMAN_Tsuboyama_2023_5JRT,UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBR5_HUMAN_Tsuboyama_2023_1I2T,VILI_CHICK_Tsuboyama_2023_1YU5,YAIA_ECOLI_Tsuboyama_2023_2KVT,YNZC_BACSU_Tsuboyama_2023_2JVD,AMFR_HUMAN_Tsuboyama_2023_4G3O_epistatic,AMFR_HUMAN_Tsuboyama_2023_4G3O_all,BBC1_YEAST_Tsuboyama_2023_1TG0_epistatic,BBC1_YEAST_Tsuboyama_2023_1TG0_all,BCHB_CHLTE_Tsuboyama_2023_2KRU_epistatic,BCHB_CHLTE_Tsuboyama_2023_2KRU_all,CATR_CHLRE_Tsuboyama_2023_2AMI_epistatic,CATR_CHLRE_Tsuboyama_2023_2AMI_all,CBPA2_HUMAN_Tsuboyama_2023_1O6X_epistatic,CBPA2_HUMAN_Tsuboyama_2023_1O6X_all,CBX4_HUMAN_Tsuboyama_2023_2K28_epistatic,CBX4_HUMAN_Tsuboyama_2023_2K28_all,CSN4_MOUSE_Tsuboyama_2023_1UFM_epistatic,CSN4_MOUSE_Tsuboyama_2023_1UFM_all,CUE1_YEAST_Tsuboyama_2023_2MYX_epistatic,CUE1_YEAST_Tsuboyama_2023_2MYX_all,DNJA1_HUMAN_Tsuboyama_2023_2LO1_epistatic,DNJA1_HUMAN_Tsuboyama_2023_2LO1_all,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_epistatic,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_all,EPHB2_HUMAN_Tsuboyama_2023_1F0M_epistatic,EPHB2_HUMAN_Tsuboyama_2023_1F0M_all,FECA_ECOLI_Tsuboyama_2023_2D1U_epistatic,FECA_ECOLI_Tsuboyama_2023_2D1U_all,HECD1_HUMAN_Tsuboyama_2023_3DKM_epistatic,HECD1_HUMAN_Tsuboyama_2023_3DKM_all,ISDH_STAAW_Tsuboyama_2023_2LHR_epistatic,ISDH_STAAW_Tsuboyama_2023_2LHR_all,MAFG_MOUSE_Tsuboyama_2023_1K1V_epistatic,MAFG_MOUSE_Tsuboyama_2023_1K1V_all,MBD11_ARATH_Tsuboyama_2023_6ACV_epistatic,MBD11_ARATH_Tsuboyama_2023_6ACV_all,MYO3_YEAST_Tsuboyama_2023_2BTT_epistatic,MYO3_YEAST_Tsuboyama_2023_2BTT_all,NKX31_HUMAN_Tsuboyama_2023_2L9R_epistatic,NKX31_HUMAN_Tsuboyama_2023_2L9R_all,NUSA_ECOLI_Tsuboyama_2023_1WCL_epistatic,NUSA_ECOLI_Tsuboyama_2023_1WCL_all,NUSG_MYCTU_Tsuboyama_2023_2MI6_epistatic,NUSG_MYCTU_Tsuboyama_2023_2MI6_all,OBSCN_HUMAN_Tsuboyama_2023_1V1C_epistatic,OBSCN_HUMAN_Tsuboyama_2023_1V1C_all,ODP2_GEOSE_Tsuboyama_2023_1W4G_epistatic,ODP2_GEOSE_Tsuboyama_2023_1W4G_all,PIN1_HUMAN_Tsuboyama_2023_1I6C_epistatic,PIN1_HUMAN_Tsuboyama_2023_1I6C_all,PITX2_HUMAN_Tsuboyama_2023_2L7M_epistatic,PITX2_HUMAN_Tsuboyama_2023_2L7M_all,POLG_PESV_Tsuboyama_2023_2MXD_epistatic,POLG_PESV_Tsuboyama_2023_2MXD_all,PR40A_HUMAN_Tsuboyama_2023_1UZC_epistatic,PR40A_HUMAN_Tsuboyama_2023_1UZC_all,RAD_ANTMA_Tsuboyama_2023_2CJJ_epistatic,RAD_ANTMA_Tsuboyama_2023_2CJJ_all,RBP1_HUMAN_Tsuboyama_2023_2KWH_epistatic,RBP1_HUMAN_Tsuboyama_2023_2KWH_all,RCD1_ARATH_Tsuboyama_2023_5OAO_epistatic,RCD1_ARATH_Tsuboyama_2023_5OAO_all,RCRO_LAMBD_Tsuboyama_2023_1ORC_epistatic,RCRO_LAMBD_Tsuboyama_2023_1ORC_all,RD23A_HUMAN_Tsuboyama_2023_1IFY_epistatic,RD23A_HUMAN_Tsuboyama_2023_1IFY_all,RFAH_ECOLI_Tsuboyama_2023_2LCL_epistatic,RFAH_ECOLI_Tsuboyama_2023_2LCL_all,RL20_AQUAE_Tsuboyama_2023_1GYZ_epistatic,RL20_AQUAE_Tsuboyama_2023_1GYZ_all,RPC1_BP434_Tsuboyama_2023_1R69_epistatic,RPC1_BP434_Tsuboyama_2023_1R69_all,SAV1_MOUSE_Tsuboyama_2023_2YSB_epistatic,SAV1_MOUSE_Tsuboyama_2023_2YSB_all,SDA_BACSU_Tsuboyama_2023_1PV0_epistatic,SDA_BACSU_Tsuboyama_2023_1PV0_all,SPA_STAAU_Tsuboyama_2023_1LP1_epistatic,SPA_STAAU_Tsuboyama_2023_1LP1_all,SPG2_STRSG_Tsuboyama_2023_5UBS_epistatic,SPG2_STRSG_Tsuboyama_2023_5UBS_all,SPTN1_CHICK_Tsuboyama_2023_1TUD_epistatic,SPTN1_CHICK_Tsuboyama_2023_1TUD_all,SR43C_ARATH_Tsuboyama_2023_2N88_epistatic,SR43C_ARATH_Tsuboyama_2023_2N88_all,SRBS1_HUMAN_Tsuboyama_2023_2O2W_epistatic,SRBS1_HUMAN_Tsuboyama_2023_2O2W_all,TCRG1_MOUSE_Tsuboyama_2023_1E0L_epistatic,TCRG1_MOUSE_Tsuboyama_2023_1E0L_all,THO1_YEAST_Tsuboyama_2023_2WQG_epistatic,THO1_YEAST_Tsuboyama_2023_2WQG_all,TNKS2_HUMAN_Tsuboyama_2023_5JRT_epistatic,TNKS2_HUMAN_Tsuboyama_2023_5JRT_all,UBE4B_HUMAN_Tsuboyama_2023_3L1X_epistatic,UBE4B_HUMAN_Tsuboyama_2023_3L1X_all,UBR5_HUMAN_Tsuboyama_2023_1I2T_epistatic,UBR5_HUMAN_Tsuboyama_2023_1I2T_all,VILI_CHICK_Tsuboyama_2023_1YU5_epistatic,VILI_CHICK_Tsuboyama_2023_1YU5_all,YAIA_ECOLI_Tsuboyama_2023_2KVT_epistatic,YAIA_ECOLI_Tsuboyama_2023_2KVT_all,YNZC_BACSU_Tsuboyama_2023_2JVD_epistatic,YNZC_BACSU_Tsuboyama_2023_2JVD_all
87,Tranception_Tranception_M_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.18,-0.05,-0.04,0.35,0.36,0.38,0.40,0.35,0.38,0.34,0.36,0.32,0.32,0.14,0.27,0.66,0.68,0.23,0.21,0.32,0.32,0.30,0.27,0.08,0.08,0.16,0.20,0.23,0.24,0.33,0.32,0.19,0.17,0.27,0.24,0.54,0.54,0.23,0.22,0.51,0.56,-0.09,-0.02,0.33,0.36,0.16,0.16,0.27,0.27,0.25,0.25,0.44,0.27,-0.06,-0.06,-0.35,-0.32,0.02,0.02,0.42,0.42,-0.43,-0.44,0.66,0.66,0.65,0.63,0.08,0.16,0.20,0.21,0.11,0.13,-0.45,-0.38,0.52,0.57,0.41,0.41,0.18,0.25,0.55,0.52,0.06,-0.01,0.12,0.12,0.17,0.20,0.35,0.34,-0.01,0.07,0.21,0.24,0.38,0.32
88,Tranception_Tranception_M_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.18,-0.12,-0.11,0.39,0.39,0.63,0.63,0.34,0.37,0.12,0.18,0.32,0.32,0.13,0.25,0.61,0.62,0.38,0.39,0.03,0.01,0.29,0.24,-0.10,-0.12,-0.01,0.04,0.22,0.20,0.24,0.23,0.23,0.22,0.23,0.21,0.49,0.49,0.10,0.10,0.48,0.54,-0.12,-0.02,0.26,0.36,0.19,0.21,0.29,0.29,0.34,0.33,0.48,0.33,-0.05,-0.05,-0.38,-0.33,0.21,0.21,0.47,0.47,-0.60,-0.61,0.57,0.57,0.56,0.57,0.09,0.12,0.23,0.24,0.06,0.08,-0.50,-0.45,0.43,0.49,0.47,0.46,0.12,0.17,0.61,0.57,-0.01,-0.06,0.13,0.13,0.16,0.17,0.37,0.38,0.01,0.15,0.21,0.22,0.37,0.32
89,Tranception_Tranception_M_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.18,-0.09,-0.08,0.37,0.38,0.53,0.54,0.34,0.37,0.22,0.27,0.33,0.33,0.14,0.26,0.65,0.66,0.30,0.29,0.07,0.06,0.30,0.26,-0.03,-0.05,0.08,0.12,0.23,0.23,0.29,0.28,0.22,0.20,0.25,0.22,0.52,0.52,0.19,0.18,0.50,0.55,-0.09,-0.00,0.31,0.37,0.20,0.20,0.28,0.28,0.30,0.29,0.49,0.32,-0.06,-0.06,-0.37,-0.33,0.12,0.12,0.46,0.46,-0.58,-0.59,0.62,0.62,0.61,0.61,0.09,0.15,0.22,0.23,0.09,0.10,-0.48,-0.41,0.48,0.54,0.44,0.44,0.16,0.23,0.58,0.55,0.03,-0.03,0.12,0.12,0.16,0.18,0.38,0.38,-0.01,0.13,0.21,0.23,0.38,0.32
90,Tranception_Tranception_S_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.19,0.02,0.02,0.37,0.37,0.42,0.44,0.39,0.41,0.19,0.21,0.30,0.30,0.12,0.25,0.55,0.57,0.08,0.07,0.33,0.33,0.29,0.25,-0.04,-0.04,0.16,0.21,0.24,0.23,0.26,0.24,0.16,0.13,0.20,0.18,0.54,0.54,0.26,0.25,0.45,0.51,-0.11,-0.02,0.36,0.44,0.36,0.36,0.27,0.27,0.32,0.31,0.46,0.32,-0.21,-0.21,-0.42,-0.40,0.16,0.16,0.42,0.42,-0.42,-0.47,0.56,0.56,0.59,0.55,-0.04,0.07,0.23,0.24,0.10,0.12,-0.42,-0.37,0.50,0.55,0.34,0.34,0.15,0.22,0.59,0.55,0.00,-0.02,0.14,0.14,0.18,0.20,0.42,0.42,-0.06,0.04,0.26,0.28,0.43,0.42
91,Tranception_Tranception_S_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.15,-0.07,-0.05,0.33,0.33,0.52,0.53,0.36,0.39,0.15,0.20,0.26,0.26,0.13,0.25,0.59,0.61,0.39,0.41,0.08,0.06,0.29,0.24,0.00,-0.01,0.18,0.22,0.28,0.28,0.29,0.27,0.39,0.39,0.20,0.19,0.50,0.50,0.11,0.10,0.44,0.50,-0.15,-0.04,0.37,0.47,0.26,0.25,0.27,0.28,0.32,0.30,0.43,0.28,-0.07,-0.07,-0.38,-0.34,0.05,0.05,0.38,0.38,-0.57,-0.62,0.60,0.60,0.62,0.63,0.06,0.13,0.20,0.22,0.10,0.12,-0.50,-0.46,0.43,0.48,0.43,0.42,0.08,0.14,0.56,0.53,-0.11,-0.11,0.15,0.15,0.17,0.18,0.35,0.37,-0.01,0.07,0.24,0.26,0.42,0.41
92,Tranception_Tranception_S_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.17,-0.04,-0.03,0.35,0.35,0.47,0.49,0.37,0.40,0.20,0.23,0.29,0.29,0.13,0.25,0.58,0.59,0.24,0.26,0.12,0.10,0.29,0.24,-0.02,-0.03,0.17,0.22,0.25,0.24,0.27,0.26,0.28,0.27,0.22,0.20,0.52,0.52,0.17,0.16,0.44,0.51,-0.12,-0.02,0.36,0.46,0.34,0.33,0.27,0.27,0.32,0.31,0.46,0.31,-0.14,-0.14,-0.40,-0.37,0.11,0.11,0.41,0.41,-0.52,-0.56,0.60,0.60,0.62,0.61,0.01,0.09,0.21,0.23,0.10,0.12,-0.47,-0.43,0.49,0.53,0.39,0.38,0.13,0.19,0.59,0.56,-0.06,-0.07,0.14,0.14,0.18,0.19,0.39,0.40,-0.04,0.05,0.25,0.27,0.43,0.42
93,Tranception_no_retrieval_Tranception_L_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36,-0.37,-0.08,-0.01,-0.11,-0.11,0.51,0.54,0.11,0.11,0.20,0.23,0.09,0.09,0.17,0.19,0.48,0.51,-0.05,-0.04,-0.41,-0.40,0.00,-0.04,0.11,0.06,0.20,0.27,-0.20,-0.21,-0.18,-0.14,0.18,0.17,0.14,0.12,0.37,0.37,0.09,0.08,0.27,0.33,-0.13,-0.10,0.36,0.43,-0.06,0.06,-0.15,-0.14,0.20,0.18,0.02,0.11,-0.00,-0.01,-0.20,-0.15,0.59,0.59,0.25,0.25,-0.16,-0.16,0.60,0.60,0.50,0.49,-0.02,0.15,-0.58,-0.58,-0.28,-0.29,-0.38,-0.34,0.37,0.42,0.15,0.18,0.35,0.39,0.52,0.48,0.06,-0.05,-0.54,-0.54,-0.21,-0.21,0.22,0.22,0.14,0.22,-0.05,0.01,0.19,0.13
94,Tranception_no_retrieval_Tranception_L_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,-0.49,-0.11,-0.11,0.25,0.26,0.56,0.56,0.17,0.21,0.18,0.20,0.41,0.41,0.08,0.06,0.61,0.63,0.19,0.25,0.01,-0.01,-0.03,-0.07,0.15,0.11,0.23,0.27,-0.13,-0.15,-0.14,-0.11,0.18,0.17,0.07,0.05,0.44,0.45,-0.14,-0.15,0.54,0.58,-0.17,-0.20,0.30,0.32,0.02,0.06,0.13,0.15,0.46,0.41,0.55,0.40,0.09,0.09,-0.34,-0.28,0.38,0.38,0.13,0.13,-0.62,-0.55,0.46,0.46,0.30,0.29,-0.01,0.08,-0.47,-0.47,-0.20,-0.21,-0.20,-0.06,0.25,0.32,0.12,0.08,0.04,0.09,0.40,0.34,0.35,0.17,-0.64,-0.64,-0.05,-0.05,0.24,0.25,0.04,0.17,-0.11,-0.09,0.22,0.24
95,Tranception_no_retrieval_Tranception_L_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,-0.48,-0.16,-0.14,0.21,0.22,0.58,0.60,0.20,0.23,0.16,0.18,0.37,0.37,0.12,0.11,0.57,0.59,0.07,0.10,-0.02,-0.04,0.00,-0.05,0.14,0.10,0.24,0.29,-0.20,-0.22,-0.18,-0.14,0.21,0.19,0.12,0.10,0.44,0.44,-0.02,-0.02,0.46,0.52,-0.15,-0.12,0.35,0.40,-0.00,0.09,-0.00,0.01,0.25,0.23,0.31,0.28,0.05,0.05,-0.30,-0.25,0.52,0.52,0.24,0.24,-0.62,-0.54,0.59,0.59,0.45,0.43,-0.01,0.11,-0.58,-0.59,-0.24,-0.26,-0.26,-0.14,0.34,0.40,0.17,0.18,0.25,0.30,0.48,0.43,0.28,0.11,-0.68,-0.68,-0.06,-0.06,0.25,0.26,0.08,0.20,-0.11,-0.08,0.21,0.16
96,Tranception_no_retrieval_Tranception_M_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,-0.18,-0.09,-0.06,-0.14,-0.13,0.53,0.55,0.03,0.05,0.33,0.34,0.31,0.31,0.08,0.11,0.68,0.69,0.05,0.03,-0.04,-0.02,0.04,0.07,0.19,0.17,0.18,0.25,0.14,0.17,-0.12,-0.07,0.24,0.23,0.17,0.14,0.40,0.40,0.04,0.04,0.46,0.50,-0.09,-0.10,0.19,0.23,0.07,0.10,-0.11,-0.10,0.19,0.18,0.48,0.35,0.25,0.25,-0.25,-0.19,-0.38,-0.38,0.31,0.31,-0.17,-0.11,0.60,0.60,0.56,0.52,0.04,0.12,-0.18,-0.17,-0.19,-0.19,-0.37,-0.31,0.46,0.52,0.07,0.09,0.17,0.22,0.38,0.36,0.27,0.17,-0.40,-0.40,-0.08,-0.06,0.17,0.16,0.12,0.11,-0.15,-0.09,0.18,0.11
97,Tranception_no_retrieval_Tranception_M_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,-0.20,-0.17,0.11,0.10,0.64,0.64,0.13,0.15,0.03,0.10,0.26,0.26,-0.08,-0.07,0.63,0.64,0.25,0.29,0.00,-0.02,0.03,-0.02,-0.11,-0.13,-0.08,-0.00,-0.08,-0.16,-0.17,-0.14,0.24,0.27,0.13,0.11,0.38,0.38,-0.07,-0.07,0.36,0.42,-0.12,-0.11,0.08,0.18,0.09,0.13,-0.11,-0.10,0.37,0.33,0.52,0.34,0.27,0.27,-0.39,-0.32,-0.15,-0.15,0.38,0.38,-0.58,-0.55,0.39,0.39,0.32,0.35,0.05,0.02,0.02,0.03,-0.19,-0.21,-0.41,-0.34,0.26,0.33,-0.25,-0.25,0.00,0.02,0.20,0.13,0.33,0.21,-0.04,-0.04,-0.10,-0.10,0.36,0.38,0.08,0.20,-0.23,-0.22,0.29,0.30
98,Tranception_no_retrieval_Tranception_M_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.10,-0.16,-0.13,0.00,-0.00,0.61,0.62,0.09,0.11,0.19,0.23,0.32,0.32,-0.01,0.00,0.68,0.69,0.14,0.15,-0.01,-0.03,0.04,0.05,-0.04,-0.07,0.04,0.12,0.11,0.12,-0.12,-0.08,0.26,0.28,0.16,0.13,0.39,0.39,-0.02,-0.02,0.45,0.49,-0.11,-0.11,0.18,0.25,0.11,0.14,-0.12,-0.11,0.22,0.21,0.54,0.34,0.29,0.29,-0.34,-0.26,-0.31,-0.31,0.39,0.39,-0.55,-0.51,0.51,0.51,0.48,0.47,0.06,0.08,-0.07,-0.06,-0.20,-0.22,-0.40,-0.33,0.40,0.47,-0.05,-0.02,0.12,0.17,0.38,0.36,0.32,0.20,-0.20,-0.20,-0.10,-0.08,0.37,0.38,0.09,0.21,-0.22,-0.18,0.24,0.20
99,Tranception_no_retrieval_Tranception_S_avg_score_L_to_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20,-0.23,0.25,0.20,-0.09,-0.08,0.50,0.52,-0.03,-0.02,0.20,0.20,0.23,0.23,0.01,0.03,0.59,0.61,-0.10,-0.11,-0.06,-0.06,-0.05,-0.06,0.06,0.02,0.21,0.27,0.13,0.13,-0.13,-0.12,0.20,0.17,0.13,0.11,0.35,0.34,-0.13,-0.13,0.19,0.22,-0.15,-0.14,0.17,0.26,0.31,0.34,-0.04,-0.04,0.29,0.26,0.61,0.27,-0.13,-0.12,-0.48,-0.46,0.00,0.00,-0.07,-0.07,-0.05,-0.03,0.36,0.36,0.28,0.22,-0.16,-0.11,-0.07,-0.06,-0.27,-0.28,-0.27,-0.22,0.39,0.42,-0.44,-0.43,0.13,0.19,0.47,0.42,0.26,0.14,-0.41,-0.41,-0.05,-0.05,0.25,0.27,0.17,0.22,-0.03,-0.02,0.27,0.33
100,Tranception_no_retrieval_Tranception_S_avg_score_R_to_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,-0.31,-0.14,-0.09,-0.08,-0.08,0.60,0.60,0.14,0.16,0.07,0.09,0.09,0.09,0.10,0.11,0.67,0.68,0.20,0.26,0.05,0.03,-0.12,-0.11,0.14,0.10,0.28,0.32,0.10,0.06,-0.08,-0.04,0.44,0.44,0.04,0.03,0.33,0.32,-0.11,-0.11,0.17,0.21,-0.16,-0.12,-0.19,-0.04,0.12,0.14,-0.11,-0.09,0.29,0.23,0.63,0.43,0.12,0.12,-0.35,-0.30,-0.42,-0.42,0.19,0.19,-0.35,-0.35,0.55,0.55,0.35,0.39,0.04,0.00,-0.19,-0.19,-0.21,-0.22,-0.39,-0.34,0.18,0.18,-0.41,-0.42,-0.03,0.01,-0.33,-0.36,0.12,0.06,0.23,0.23,-0.09,-0.12,0.28,0.31,0.15,0.20,-0.13,-0.10,0.25,0.33
101,Tranception_no_retrieval_Tranception_S_avg_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,-0.29,-0.03,-0.01,-0.08,-0.09,0.57,0.59,0.08,0.10,0.20,0.21,0.23,0.23,0.06,0.08,0.66,0.67,0.04,0.06,0.04,0.02,-0.09,-0.08,0.10,0.06,0.26,0.31,0.14,0.13,-0.11,-0.09,0.38,0.38,0.12,0.10,0.34,0.34,-0.12,-0.13,0.18,0.22,-0.16,-0.14,0.05,0.19,0.27,0.29,-0.08,-0.07,0.31,0.27,0.68,0.42,0.01,0.01,-0.44,-0.40,-0.21,-0.21,0.14,0.14,-0.25,-0.23,0.55,0.55,0.36,0.34,-0.06,-0.05,-0.13,-0.13,-0.24,-0.26,-0.36,-0.30,0.34,0.36,-0.45,-0.46,0.08,0.14,0.33,0.28,0.20,0.12,-0.13,-0.13,-0.07,-0.08,0.29,0.31,0.16,0.21,-0.09,-0.06,0.27,0.34
102,UniRep_Unirep_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.48,0.18,0.17,0.03,0.03,-0.64,-0.65,0.09,0.05,0.35,0.36,-0.21,-0.21,0.02,-0.02,-0.59,-0.60,0.18,0.17,0.21,0.19,0.01,0.06,0.01,0.04,-0.24,-0.28,-0.04,0.01,0.11,0.07,-0.09,-0.11,-0.36,-0.33,-0.36,-0.36,0.05,0.06,-0.35,-0.41,0.17,0.19,-0.37,-0.40,0.02,-0.00,-0.01,-0.03,-0.49,-0.43,-0.56,-0.20,-0.06,-0.06,0.41,0.34,0.42,0.42,-0.13,-0.13,0.15,0.21,-0.40,-0.40,-0.47,-0.40,-0.04,-0.05,0.18,0.18,0.24,0.24,0.42,0.35,-0.04,-0.02,0.52,0.52,-0.10,-0.10,-0.65,-0.62,-0.27,-0.14,0.37,0.37,0.09,0.13,0.01,0.01,-0.17,-0.26,0.06,0.08,-0.19,-0.25
103,UniRep_evotuned_Unirep_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.39,0.21,0.16,-0.40,-0.41,-0.38,-0.42,-0.36,-0.38,-0.39,-0.38,-0.04,-0.04,-0.15,-0.27,-0.51,-0.53,-0.23,-0.21,-0.11,-0.08,-0.27,-0.25,0.08,0.10,0.24,0.18,-0.05,-0.06,-0.54,-0.52,-0.13,-0.17,-0.11,-0.10,-0.49,-0.49,-0.26,-0.25,-0.14,-0.15,0.10,0.01,-0.34,-0.37,-0.05,-0.05,-0.28,-0.29,-0.07,-0.07,-0.55,-0.34,0.09,0.08,0.23,0.21,0.25,0.25,-0.14,-0.14,0.22,0.18,-0.43,-0.43,-0.10,-0.07,-0.02,-0.11,0.30,0.30,-0.26,-0.25,0.33,0.23,-0.34,-0.41,-0.41,-0.37,-0.15,-0.21,0.21,0.17,0.08,0.05,0.16,0.16,-0.12,-0.13,-0.39,-0.40,-0.08,-0.13,0.02,-0.01,-0.06,0.04
104,VESPA_VESPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,-0.21,-0.21,-0.18,0.46,0.46,0.57,0.58,0.32,0.34,0.33,0.33,-0.03,-0.03,0.27,0.35,0.31,0.32,0.19,0.23,0.08,0.06,-0.10,-0.11,-0.07,-0.05,0.11,0.15,0.29,0.29,0.35,0.29,0.05,0.08,0.10,0.08,0.48,0.48,0.05,0.04,0.45,0.49,-0.09,0.04,0.23,0.33,-0.29,-0.25,0.41,0.39,0.16,0.18,0.17,0.06,-0.05,-0.05,-0.39,-0.32,0.12,0.12,0.14,0.14,-0.63,-0.60,0.60,0.60,-0.47,-0.36,0.00,0.01,0.11,0.12,-0.17,-0.18,-0.32,-0.23,0.42,0.47,0.39,0.37,-0.05,-0.02,0.52,0.48,-0.27,-0.32,-0.49,-0.49,0.25,0.24,0.41,0.41,0.16,0.30,0.28,0.31,0.19,0.18
105,VESPA_VESPAl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,-0.26,-0.25,-0.22,0.36,0.36,0.61,0.62,0.31,0.33,0.31,0.31,-0.03,-0.03,0.18,0.26,0.28,0.29,0.27,0.27,0.07,0.05,-0.44,-0.42,-0.09,-0.08,-0.07,-0.05,0.28,0.27,0.27,0.21,-0.11,-0.09,0.09,0.07,0.54,0.54,-0.04,-0.05,0.42,0.46,-0.06,0.07,0.19,0.25,-0.34,-0.31,0.42,0.40,0.10,0.13,0.04,-0.02,-0.23,-0.23,-0.33,-0.27,0.18,0.18,-0.06,-0.06,-0.67,-0.65,0.64,0.64,-0.58,-0.48,-0.07,-0.02,0.06,0.07,-0.03,-0.04,-0.33,-0.24,0.42,0.47,0.32,0.28,-0.08,-0.07,0.50,0.45,-0.24,-0.28,-0.65,-0.65,0.22,0.21,0.41,0.41,0.20,0.33,0.17,0.19,0.15,0.15
