,AMFR_HUMAN_Tsuboyama_2023_4G3O_all,AMFR_HUMAN_Tsuboyama_2023_4G3O_epistatic,BBC1_YEAST_Tsuboyama_2023_1TG0_all,BBC1_YEAST_Tsuboyama_2023_1TG0_epistatic,BCHB_CHLTE_Tsuboyama_2023_2KRU_all,BCHB_CHLTE_Tsuboyama_2023_2KRU_epistatic,CATR_CHLRE_Tsuboyama_2023_2AMI_all,CATR_CHLRE_Tsuboyama_2023_2AMI_epistatic,CBPA2_HUMAN_Tsuboyama_2023_1O6X_all,CBPA2_HUMAN_Tsuboyama_2023_1O6X_epistatic,CBX4_HUMAN_Tsuboyama_2023_2K28_all,CBX4_HUMAN_Tsuboyama_2023_2K28_epistatic,CSN4_MOUSE_Tsuboyama_2023_1UFM_all,CSN4_MOUSE_Tsuboyama_2023_1UFM_epistatic,CUE1_YEAST_Tsuboyama_2023_2MYX_all,CUE1_YEAST_Tsuboyama_2023_2MYX_epistatic,DNJA1_HUMAN_Tsuboyama_2023_2LO1_all,DNJA1_HUMAN_Tsuboyama_2023_2LO1_epistatic,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_all,DOCK1_MOUSE_Tsuboyama_2023_2M0Y_epistatic,EPHB2_HUMAN_Tsuboyama_2023_1F0M_all,EPHB2_HUMAN_Tsuboyama_2023_1F0M_epistatic,FECA_ECOLI_Tsuboyama_2023_2D1U_all,FECA_ECOLI_Tsuboyama_2023_2D1U_epistatic,HECD1_HUMAN_Tsuboyama_2023_3DKM_all,HECD1_HUMAN_Tsuboyama_2023_3DKM_epistatic,ISDH_STAAW_Tsuboyama_2023_2LHR_all,ISDH_STAAW_Tsuboyama_2023_2LHR_epistatic,MAFG_MOUSE_Tsuboyama_2023_1K1V_all,MAFG_MOUSE_Tsuboyama_2023_1K1V_epistatic,MBD11_ARATH_Tsuboyama_2023_6ACV_all,MBD11_ARATH_Tsuboyama_2023_6ACV_epistatic,MYO3_YEAST_Tsuboyama_2023_2BTT_all,MYO3_YEAST_Tsuboyama_2023_2BTT_epistatic,NKX31_HUMAN_Tsuboyama_2023_2L9R_all,NKX31_HUMAN_Tsuboyama_2023_2L9R_epistatic,NUSA_ECOLI_Tsuboyama_2023_1WCL_all,NUSA_ECOLI_Tsuboyama_2023_1WCL_epistatic,NUSG_MYCTU_Tsuboyama_2023_2MI6_all,NUSG_MYCTU_Tsuboyama_2023_2MI6_epistatic,OBSCN_HUMAN_Tsuboyama_2023_1V1C_all,OBSCN_HUMAN_Tsuboyama_2023_1V1C_epistatic,ODP2_GEOSE_Tsuboyama_2023_1W4G_all,ODP2_GEOSE_Tsuboyama_2023_1W4G_epistatic,PIN1_HUMAN_Tsuboyama_2023_1I6C_all,PIN1_HUMAN_Tsuboyama_2023_1I6C_epistatic,PITX2_HUMAN_Tsuboyama_2023_2L7M_all,PITX2_HUMAN_Tsuboyama_2023_2L7M_epistatic,POLG_PESV_Tsuboyama_2023_2MXD_all,POLG_PESV_Tsuboyama_2023_2MXD_epistatic,PR40A_HUMAN_Tsuboyama_2023_1UZC_all,PR40A_HUMAN_Tsuboyama_2023_1UZC_epistatic,PSAE_PICP2_Tsuboyama_2023_1PSE_all,PSAE_PICP2_Tsuboyama_2023_1PSE_epistatic,RAD_ANTMA_Tsuboyama_2023_2CJJ_all,RAD_ANTMA_Tsuboyama_2023_2CJJ_epistatic,RBP1_HUMAN_Tsuboyama_2023_2KWH_all,RBP1_HUMAN_Tsuboyama_2023_2KWH_epistatic,RCD1_ARATH_Tsuboyama_2023_5OAO_all,RCD1_ARATH_Tsuboyama_2023_5OAO_epistatic,RCRO_LAMBD_Tsuboyama_2023_1ORC_all,RCRO_LAMBD_Tsuboyama_2023_1ORC_epistatic,RD23A_HUMAN_Tsuboyama_2023_1IFY_all,RD23A_HUMAN_Tsuboyama_2023_1IFY_epistatic,RFAH_ECOLI_Tsuboyama_2023_2LCL_all,RFAH_ECOLI_Tsuboyama_2023_2LCL_epistatic,RL20_AQUAE_Tsuboyama_2023_1GYZ_all,RL20_AQUAE_Tsuboyama_2023_1GYZ_epistatic,RPC1_BP434_Tsuboyama_2023_1R69_all,RPC1_BP434_Tsuboyama_2023_1R69_epistatic,SAV1_MOUSE_Tsuboyama_2023_2YSB_all,SAV1_MOUSE_Tsuboyama_2023_2YSB_epistatic,SDA_BACSU_Tsuboyama_2023_1PV0_all,SDA_BACSU_Tsuboyama_2023_1PV0_epistatic,SPA_STAAU_Tsuboyama_2023_1LP1_all,SPA_STAAU_Tsuboyama_2023_1LP1_epistatic,SPG2_STRSG_Tsuboyama_2023_5UBS_all,SPG2_STRSG_Tsuboyama_2023_5UBS_epistatic,SPTN1_CHICK_Tsuboyama_2023_1TUD_all,SPTN1_CHICK_Tsuboyama_2023_1TUD_epistatic,SR43C_ARATH_Tsuboyama_2023_2N88_all,SR43C_ARATH_Tsuboyama_2023_2N88_epistatic,SRBS1_HUMAN_Tsuboyama_2023_2O2W_all,SRBS1_HUMAN_Tsuboyama_2023_2O2W_epistatic,TCRG1_MOUSE_Tsuboyama_2023_1E0L_all,TCRG1_MOUSE_Tsuboyama_2023_1E0L_epistatic,THO1_YEAST_Tsuboyama_2023_2WQG_all,THO1_YEAST_Tsuboyama_2023_2WQG_epistatic,UBE4B_HUMAN_Tsuboyama_2023_3L1X_all,UBE4B_HUMAN_Tsuboyama_2023_3L1X_epistatic,UBR5_HUMAN_Tsuboyama_2023_1I2T_all,UBR5_HUMAN_Tsuboyama_2023_1I2T_epistatic,VILI_CHICK_Tsuboyama_2023_1YU5_all,VILI_CHICK_Tsuboyama_2023_1YU5_epistatic,YAIA_ECOLI_Tsuboyama_2023_2KVT_all,YAIA_ECOLI_Tsuboyama_2023_2KVT_epistatic,YNZC_BACSU_Tsuboyama_2023_2JVD_all,YNZC_BACSU_Tsuboyama_2023_2JVD_epistatic
ProtGPT2,-0.2951128250168562,-0.1028719769433602,-0.2793732984572679,0.1015961138098542,0.1514012303485988,0.0231032125768967,0.2745607333842627,0.3194805194805195,-0.1348876945342335,0.0278420646609159,0.2600346245456001,0.1323789937698514,-0.0459354838709677,0.2188953579858379,0.2759324009324009,0.3521044683016513,0.544860853432282,0.3562646876932591,-0.1938756060912501,-0.2305386336513933,0.3068137035378415,0.4704926108374385,0.0820693106810738,-0.0595032546903594,-0.0100962136382133,0.0794071923084344,0.2111144669284204,-0.0826034430685593,-0.2877011821677824,-0.1020153824241561,0.4842388049770444,0.4829745824738838,0.0182639142923965,0.0154006474646133,0.2967499062617173,0.0029426321709786,0.5525328330206379,-0.1086303939962476,0.5987012987012986,0.348051948051948,0.5216528961779651,0.3928816802243011,1.0,1.0,0.0592185592185592,0.1562881562881563,0.0168050891131412,-0.0247327820734916,0.2139213928879899,-0.0329157244606096,0.3558807970375595,0.3110209839534474,0.14859287054409,0.2566604127579737,0.3380019695809169,0.1517671517671517,0.2403418803418803,0.0926495726495726,-0.0416153415453527,-0.112541993281075,-0.2478160607704829,-0.170971242539338,-0.0120702826585179,0.3231474407944996,-0.0532149338864402,0.1645060928182525,0.3914302195230787,0.5045112700122986,0.3355465369580137,0.3978245949091342,0.4267260095527572,0.0067303517151541,0.1544734107326154,0.0936505811321717,-0.1814389697648376,-0.0583986562150056,-0.2180451127819549,-0.2955570745044429,0.4832085331644194,0.2631499694597773,0.3726708074534162,0.4552064303982462,0.3096611721611721,0.1271520146520146,0.6120133481646273,0.3165739710789766,-0.077056277056277,0.1741702741702742,0.2685648278788924,0.2427550914996406,-0.1833333333333333,0.0,-0.0745295614278157,-0.0731188754817744,-0.09629547022209,0.3031865812505937,0.214904498486588,0.4438993841978917
ProtSSN_k30_h1280,0.0365215639034661,0.1022531601327489,0.0198900336304916,0.2873111621203224,0.3955570745044429,0.3511278195488722,0.6962566844919785,0.5779984721161191,0.3173689344528814,0.4153485199140574,0.1725074046847791,0.2510374124141479,0.4348135326514555,0.5199622344610543,0.5285014281493154,0.4301396959847664,0.321273964131107,0.433790970933828,0.3103875489611604,0.3112696175549651,0.1723443797581728,0.3893954321540528,0.4384438335825629,0.354492750536617,0.2054368231960164,0.1305729507672688,0.3021745696164301,0.0974025974025974,-0.1412120780515596,0.0124056402221905,0.5766102202408678,0.557696786213321,0.4848874532991911,0.4516939600287052,0.308448443944507,-0.0190566179227596,0.4551594746716699,0.1,0.387012987012987,0.5064935064935064,0.6911554025369863,0.5534678099305977,0.7999999999999999,0.7999999999999999,0.3717948717948718,0.0824175824175824,0.4152339276909354,0.3048405500988683,0.6089244093941379,0.6138403378486885,0.3363226440285159,0.2121822807768849,0.1919324577861163,0.1656660412757973,0.2911697122223438,0.513294671189408,0.3654700854700854,0.6006837606837606,-0.2441069428891377,-0.1122760358342665,0.1890124796527401,-0.0228567552902875,0.4065699006875478,0.6333078686019862,-0.0211952294529427,-0.1312548612911589,0.5344195209020363,0.5905138167847542,0.3054221002059025,0.4211154546268388,-0.0954190186712983,-0.0604646113764654,0.3651473710383872,0.2232019330693851,-0.0062430011198208,0.0263017917133258,-0.2732740943267259,-0.363568010936432,0.5829746742376255,0.6660603395620306,0.3453050785531604,0.5579101205699671,0.4486263736263736,0.2009157509157508,0.5955506117908788,0.3379310344827586,-0.1163059163059163,-0.1579365079365079,0.1779273914877003,0.3016929703071692,0.1333333333333333,0.7166666666666667,0.0444920271053228,0.0193415119530443,0.2768075536225419,0.1963355348210929,0.4130466548376997,0.2586160108548169
ProteinMPNN,0.0497363573390195,0.118828924345964,0.4344418939838787,0.0721881172262851,0.4861244019138757,0.5748462064251539,0.2846447669977081,0.0297937356760886,0.2866897461890098,0.4071495514794483,0.2334174779561683,0.3410788836925451,0.5062596380802517,0.5497277734067663,0.2420836206047473,0.1960668439541678,0.3748794063079778,0.3148299319727891,0.0689353019099485,0.1636983770149654,0.1952104791759964,0.3217375727720555,0.3575930351603917,0.2344639686989909,0.1887803907396772,0.1298902894032644,0.2124735729386892,0.1472364844457867,-0.0785856715567583,-0.0538384845463609,0.3625407545412203,0.3512209727859472,0.2689508709488485,0.2137271018612359,0.2806839145106862,0.1710776152980877,0.4639774859287054,-0.0754221388367729,0.5857142857142857,0.396103896103896,0.6054153378056379,0.4756027619023968,0.3999999999999999,1.0,0.1929181929181929,0.0866910866910866,0.4071918248577217,0.2989783097105633,0.4412961861813635,0.4671552393890598,0.5063405295110461,0.3580069022848074,-0.0283302063789868,0.2416510318949343,0.3830834883466462,0.4485173432541853,-0.0099145299145299,0.4707692307692306,-0.1129479283314669,0.0037513997760358,0.531456863809007,0.4829896907216495,-0.0829640947288005,0.2681436210847975,0.1709229971480425,0.0592429349235156,0.2645487097441255,0.3781739423819941,0.3951687505595176,0.2537524991793738,0.4292227529309596,0.6329787234042553,0.2071992808369833,0.1178777040338159,0.1576987681970884,0.2099244120940649,0.1408749145591251,0.1363636363636363,0.429102852683015,0.4004466507555876,0.4676287906466935,0.6244793569601754,0.3814102564102564,0.2644688644688645,0.7530589543937708,0.5345939933259177,0.0519480519480519,0.2650793650793651,0.2097340985247273,0.2175370497133332,0.3666666666666667,0.25,0.6750988739703252,0.5395218782275738,0.4828288085118686,0.3604384801886753,0.2621229516751905,0.44051769126396
RITA_xl,-0.5502624669969404,-0.3536524338250849,-0.2049271339347675,-0.0166871296642289,0.3909090909090909,0.4059466848940533,0.6003055767761649,0.5303284950343773,0.2911016327805724,0.3108403623867541,0.2114329089535847,0.0995045890762458,0.2972147915027537,0.5615043273013375,0.0934534948619455,0.4223751600512164,0.5073716759431045,0.3490538033395176,0.1062686168889133,-0.043722753028206,-0.0742588446036722,0.1698858038513211,0.1309132452738914,0.0416621663352901,0.0189015696333369,0.0253176540226103,-0.0718816067653276,-0.3045907580791301,-0.2303233157669847,-0.0669491525423728,0.4144986359704571,0.4038442344800054,0.1984044764811827,0.2020375945260355,0.2069411323584552,-0.0230641169853768,0.4161350844277673,-0.073358348968105,0.5675324675324676,0.0935064935064935,0.4877335336528512,0.443277293534315,0.3999999999999999,0.7999999999999999,0.2289377289377289,0.0476190476190476,-0.0121628832097942,-0.1635666316012218,0.1336813527836492,0.2812819283069804,0.27160238808978,0.2936997758016978,0.2577861163227017,0.1118198874296435,0.2992668782142466,0.3053944632892001,0.2198290598290598,0.6868376068376068,-0.3369820828667413,-0.2038633818589025,-0.1638225718936516,-0.2289202387411828,0.0386554621848739,0.2745607333842627,-0.4663598651801919,-0.2459813326419497,0.4300889193630892,0.5471533831804182,0.4818567037689116,0.5098176718092565,0.0947676943117672,-0.1325445071645679,-0.1971769026260926,0.146656975817506,-0.0813689809630459,0.0043113101903695,-0.2822282980177717,-0.2710184552289815,0.464337220613519,0.4278975036195819,0.2551333576909024,0.3133723054439167,0.2660714285714285,0.0299908424908424,0.317908787541713,0.0060066740823136,0.0023088023088023,0.2497835497835498,0.0613782120798934,0.2067770240446772,0.0,-0.2166666666666666,0.0677582688868176,0.1533566768269642,-0.0091760322829799,0.1153422631955028,0.2601189854921198,0.2369481265003653
RSALOR,-0.0014082866689874,-0.0453486029500439,-0.1692623654702887,0.1255175869159688,0.6573933253407768,0.6092321408078857,0.6181234790996732,0.5168988259481853,0.2852211425481237,0.3241251173760613,0.198600467474365,0.2059194062893602,0.3224857100790578,0.2906805980265164,0.3538060387642646,0.0780046976183763,0.3568413664706225,0.2601236858379715,0.311799718129393,0.2784224600625883,-0.0942838172161,0.1074882187605525,0.3843333107709851,0.2167316749748654,-0.0518687757967008,0.0284225303761254,0.2004832747541648,-0.262875701533252,0.3343670499868308,0.4566275170459066,0.3849838449624752,0.3622049246258689,0.115703901785091,0.1434060353700921,0.1842459692538433,-0.1335523059617548,0.3876597099446419,-0.2226717374769252,0.6073485726180698,0.4689036893336092,0.6200405410270041,0.4788762572501022,0.7999999999999999,1.0,0.3504273504273504,0.0317460317460317,0.4279491523410781,0.3219825322316818,0.4158084615152253,0.3138818240101852,0.3442048895393763,0.1347327803442269,-0.0307895280781051,0.0213767955716544,0.2395622467299226,0.4439216544479702,-0.02052334800672,0.2923745736163188,-0.142857158112358,0.0194271279760892,0.3359172930380676,-0.1081670099735602,0.3631361930307059,0.5722799577820212,-0.5542375630847943,-0.3273045535093635,0.3901365348272843,0.3898128407033566,0.6166775463392259,0.5000634125009535,0.0450511575056674,-0.0067848128773595,0.2893907070930478,0.0050859977818172,0.2552054364158775,0.0882205499179306,0.3908218795334471,0.4912848545325176,0.5438994525443878,0.5036456337582459,0.4322146916083224,0.5945669450561926,0.3811269295896968,0.2427179422975247,0.6173361866156226,0.3482421092000954,0.0636112739416728,-0.121624304182615,0.2827847921627962,0.345790784922047,0.1666666666666666,0.2166666666666666,0.0886787930466405,0.0931162769063981,0.4139243659770344,0.0949826630986514,0.3478905580728264,0.1651477691388615
S2F_MSA,0.0615623289553032,0.0765023819008388,-0.0500880798590722,0.3736240858378263,0.5672590567327409,0.6749145591250855,0.5269671504965622,0.5122994652406417,0.3971271732685575,0.4997609165503127,0.3473399245220211,0.3774882451811232,0.4551125098347757,0.6551817466561761,0.4514798581699989,0.2785670901868085,0.3978478664192949,0.4432653061224489,0.3555715920967501,0.3479967089205407,0.2023510971786834,0.3863860277653381,0.3617186347186241,0.2389090284000067,-0.0235261751680396,0.0532634291089585,0.2114164904862578,-0.0267290848686197,-0.2117362199116935,-0.0068722404215923,0.5940847694457384,0.5238039789739838,0.3961884618767479,0.3966392908473411,0.3450738657667792,0.0312170978627671,0.4617260787992496,-0.0339587242026266,0.6792207792207793,0.5818181818181818,0.7143364149901436,0.5749372671167351,0.7999999999999999,0.7999999999999999,0.4291819291819291,0.097069597069597,0.4390534557350227,0.2990876571996715,0.5564946721908157,0.5487011662377006,0.4083986195430385,0.3013577852230647,0.1399624765478424,0.1041275797373358,0.3320932268300689,0.4684319947477842,0.2143589743589743,0.5767521367521368,-0.3027575587905935,-0.1777715565509518,0.3457813347802496,0.0526180141074335,0.3237585943468296,0.5825821237585943,-0.4285714285714286,-0.4288955146486907,0.4036634342247037,0.4690523612063429,-0.0983259228313091,0.1749723971233326,0.152301346070343,0.040273556231003,0.3220868478600436,0.1702337917360008,0.209518477043673,0.2059910414333706,0.0978127136021872,0.0455228981544771,0.5779411931046964,0.7304528436340602,0.4356594811837779,0.5872122762148339,0.4418040293040293,0.1934981684981684,0.628921023359288,0.4691879866518353,-0.0615440115440115,-0.1307359307359307,0.2532057408137008,0.253985305118637,0.1333333333333333,0.3333333333333333,0.0712749074237348,0.0498929390130236,0.3728552015827581,0.2763673131455959,0.3658282016490972,0.3657029537626553
S3F,-0.0408218572865816,0.0053205390320735,-0.0015480702503603,0.5082581540596809,0.3727956254272043,0.5079972658920028,0.6718105423987777,0.5327731092436975,0.2931290604339205,0.476324362922301,0.3060874137381018,0.3495679497250589,0.4764374508261211,0.6825869394177811,0.4796611838865359,0.3804007025838012,0.4685714285714285,0.4231416202844774,0.3123248172593186,0.2503608221768775,0.4853716972682489,0.6300156739811913,0.403397534680441,0.1716946143583643,0.0949630996365715,0.1125553356521257,0.3453639383871942,0.2047719722138326,-0.3265061956986185,-0.1630180885913687,0.5613231086565973,0.3978973983631646,0.3843802035545588,0.3800057195372797,0.4033025871766029,0.0482909636295463,0.4142589118198875,-0.1163227016885553,0.6441558441558441,0.4948051948051948,0.7627990454668543,0.6104998941641271,0.7999999999999999,0.7999999999999999,0.4401709401709401,0.1916971916971917,0.5047955961311239,0.3708206225314551,0.5741692672277222,0.6507735493643635,0.6585132377761543,0.4140413633272036,0.1510318949343339,0.124202626641651,0.3384396542291278,0.4734653682022103,0.2854700854700854,0.5603418803418803,-0.1891797312430011,-0.0832306830907055,0.4821622354856212,0.0814432989690721,0.3818181818181818,0.6601986249045072,-0.2563520871143376,-0.3316696914700545,0.3902330187960514,0.4962179340668909,0.2631374772462773,0.386604398555698,0.2180851063829787,0.0118323925314806,0.2553474998246721,0.2171196501093407,0.11503359462486,0.1808930571108622,0.0201640464798359,-0.0360218728639781,0.6339195830694054,0.7643850104062979,0.4841432225063939,0.5997807818779686,0.453617216117216,0.3079670329670329,0.6685205784204672,0.4820912124582869,0.0062049062049062,-0.0367243867243867,0.2541583692175183,0.2801053964239093,0.2333333333333333,0.2166666666666666,0.1913746630727762,0.1697710154419729,0.3189009908760103,0.3615867233353572,0.3982256549420728,0.4073687506523328
SaProt_35M_AF2,0.3092633151781139,0.3057050086419547,0.3018096407409384,0.582597555116639,0.0576213260423786,0.3144224196855775,0.7555385790679907,0.6935064935064935,0.616535648936238,0.6408010251898321,0.4556954603513647,0.3233013356803043,0.6122926829268293,0.8042926829268292,0.4622484323188548,0.6378861748580058,0.5044650587507731,0.399282622139765,0.3225374349699429,0.2372160940986116,0.391166592028661,0.5491603224361845,0.472623026382844,0.409239091577053,-0.0062420735154716,0.078731610523518,0.3781334944125641,0.115524010872848,0.128550064093434,0.1474718701039738,0.5737823541153769,0.4223251713354182,0.3809344259673489,0.4042832687667789,0.2184416947881515,-0.0940412448443944,0.5037523452157598,-0.0926829268292683,0.7428571428571429,0.4454545454545455,0.6454697811976364,0.5437944702825876,0.7999999999999999,0.7999999999999999,0.4871794871794871,0.2423687423687423,0.3896567400071076,0.1760190831618029,0.6881670493361516,0.7567130282683519,0.7307202055570949,0.5084767110864801,0.1727954971857411,0.0759849906191369,0.3027683553999343,0.3981836087099245,0.3278632478632478,0.5664957264957264,-0.3173152295632699,-0.2341965285554311,0.5319994574064026,0.5314975583288117,0.2177234530175706,0.5905271199388846,-0.1333290121856365,-0.3758750324086077,0.7435160696988495,0.7594497230112863,0.538464981647817,0.6082778789054339,0.4901215805471124,0.2409900130264871,0.223061670778902,0.3645225662898711,0.146080627099664,0.1352323628219484,-0.0562542720437457,-0.2172932330827068,0.2897093588815491,0.3463508675685458,0.4612714651077823,0.6181220314212642,0.5802197802197802,0.3173076923076923,0.6978865406006673,0.5225806451612903,0.2142857142857143,-0.0248917748917749,0.1240622536094994,0.2793506546357566,0.1833333333333333,0.3999999999999999,0.8221628838451269,0.7096002216792201,0.6203957721522123,0.485906761004341,0.3758062832689698,0.5180461329715061
Site_Independent,0.1461656763424596,0.174478487958028,-0.1041477606363102,0.4234078898201035,0.5920710868079289,0.7133287764866713,-0.2183346065699006,-0.067379679144385,0.4906263050038157,0.449501743774071,0.1322850560915116,0.3152718707720164,0.3445664830841857,0.4779984264358772,0.3464752302381761,0.1705818829573867,0.4924010278348457,0.452752009894867,0.1773667340483771,0.2684559352203741,0.3404455888938648,0.460526197939991,0.2858574994789757,0.2949575498319792,-0.0411311230430427,0.0588948216596283,0.0662941709453337,-0.1556931440652371,0.2878335250755301,0.4266730176579271,0.4496480599022853,0.3499741124960001,0.0496569027243887,0.1999870317175703,0.2774503187101612,0.0377802774653168,0.5938086303939962,-0.0270168855534709,0.6701298701298701,0.612987012987013,0.5048425824425973,0.4677871670161024,0.6000000000000001,0.3999999999999999,0.4084249084249084,0.1593406593406593,0.4145201315814786,0.3523550715466696,0.1825229228758988,0.1639891540257601,0.2537269818878001,0.3180945663400256,0.020095501719059,-0.0458491506873019,0.2423678739468213,0.4174417332312068,0.1179487179487179,0.3333333333333333,-0.3269748284413513,-0.2245684270325361,0.2083288117200216,-0.0999321758003255,0.2809778456837279,0.3674560733384262,-0.6289214415348717,-0.4621467461757843,0.5927993818090792,0.7354621738988475,0.6856256154695473,0.610724836620811,0.1781372123317412,0.0746851932262266,0.4070032489678069,0.1339132772704456,0.1605123180291153,0.0743141097424412,-0.0589883800410116,0.1888585099111415,0.3654342649986426,0.5407881639670618,0.4791012056996713,0.6544757033248083,0.4243131868131867,0.083058608058608,0.616377407338188,0.3451268443254619,-0.0472582972582972,-0.1172438672438672,0.1907923022330107,0.220154740625429,0.0999999999999999,0.1666666666666666,0.0968284757034536,-0.0108572436204247,0.3978769827152201,0.2786135512014756,0.3901914579344642,0.3621407801855466
SiteRM,-0.1251187269602124,-0.0541244409621348,-0.1987722201462659,0.0897507073079592,0.4860560492139439,0.4369104579630896,0.3854851031321619,0.1003819709702062,0.3245478135021581,0.3244585556809415,0.1488477188275064,0.2171656291491768,0.1686231313926042,0.2736805664830842,0.2702854657080009,0.0722774877704455,0.440952380952381,0.3343722943722943,0.3831513250618665,0.3708314846601599,0.3298163905060457,0.4893349753694582,0.1536618499176249,0.0009599016671255,-0.0531770064422874,0.0376413881517804,0.0847176079734219,-0.1644518272425249,0.2172909841902863,0.2931348810710725,0.4954005589194225,0.3641958879499634,0.045795840254748,0.1423317721420304,0.2108406449193851,-0.1224296962879639,0.5589118198874298,-0.1431519699812382,0.3415584415584415,-0.0831168831168831,0.4367348332464177,0.425675280169432,0.3999999999999999,0.3999999999999999,0.3272283272283272,0.1105006105006105,0.2558397127805952,0.134891265059326,0.4449986762095321,0.2508359411282166,0.264871400861526,0.2747361261556288,-0.0377110694183864,-0.0951219512195122,0.2749753802385381,0.4360433307801728,-0.1384615384615384,0.2348717948717948,-0.3318868980963046,-0.2044652855543113,0.3722734671730873,-0.0009224091155724,0.1388846447669977,0.3035905271199388,-0.6083095670210007,-0.5176302826030594,0.563935960644747,0.6934295447372144,0.4532839962997224,0.4940914923457968,0.1842162396873643,0.1437255753365175,0.1942313945259453,0.0106280562834318,0.0383118701007838,0.139011758118701,0.1443609022556391,0.3379357484620643,0.5925481856845534,0.6379484888245407,0.3601023017902814,0.5222871757398612,0.3195054945054945,0.0464285714285714,0.5652947719688542,0.3690767519466073,-0.1944444444444444,-0.1287878787878788,0.2317081885705162,0.1961662319123807,0.1666666666666666,-0.1333333333333333,0.2179963221402121,0.0993173287653979,0.1903679747551722,0.1866506408270654,0.2212921406951258,0.2034234422294124
TranceptEVE_M,0.1648664997773105,0.1551170585061518,-0.1075214861474403,0.1454438691079912,0.5936431989063569,0.6741626794258373,0.0774637127578303,0.0313216195569136,0.4360563344363049,0.4270157922587966,0.3800989560939074,0.2837642908209648,0.2789236821400471,0.4024988198269079,0.3757058669030499,0.2186997275025444,0.529882498453927,0.4114656771799628,0.3300413714525329,0.2820009297193582,0.0727854903716972,0.2813009404388715,0.3665044519052755,0.2968438859131768,-0.0024005384969596,0.1026649046572795,0.0661431591664149,-0.1523708849290244,0.2668138441817405,0.3936120210796183,0.5370034599773771,0.4165945838046443,0.2896152293112168,0.3343403117185298,0.2069771278590176,-0.0339167604049493,0.5212007504690432,-0.0795497185741088,0.5883116883116883,0.5623376623376624,0.6461095265293283,0.5448192749001063,0.7999999999999999,0.7999999999999999,0.3913308913308913,0.1263736263736263,0.3158583221032787,0.179939393141685,0.3145798158846175,0.3004721157643912,0.2892964203844119,0.2351865380255434,0.0213883677298311,-0.0795497185741088,0.3250902724586935,0.4412955465587044,0.204102564102564,0.4133333333333333,-0.2776595744680851,-0.1830767077267637,0.3282691264243081,0.0395143787303309,0.2880061115355233,0.4896867838044308,-0.5360383717915478,-0.3172154524241639,0.4944765511912147,0.5493736463469052,0.4825132046193786,0.5132643012742084,0.1374294398610508,0.0992184107685627,0.4159223201933069,0.1902275436885156,0.2372620380739082,0.0749580067189249,-0.0461380724538619,0.0289131920710868,0.5757758064881006,0.643886158492444,0.3879795396419437,0.6313847278041652,0.3971153846153845,0.1103937728937728,0.5515016685205784,0.2943270300333704,-0.0322510822510822,-0.0812409812409812,0.318541014404804,0.3039080929588588,0.15,0.3,0.261435372950097,0.1500113358692092,0.2927383946899949,0.2675456096221123,0.3937584803256445,0.3536791566642314
Tranception_M,0.1806099597752591,0.1681411086918435,-0.1423370522607163,0.2909945016815246,0.5630895420369105,0.7304169514695831,0.5061879297173414,0.3029793735676088,0.4618008402986311,0.4311854076213427,0.225968030927562,0.1631691168219055,0.3606294256490951,0.5306813532651455,0.3451730194687941,0.2555771693095636,0.6547309833024119,0.4905009276437847,0.2802367925317486,0.1863647867204731,0.0499328257948947,0.3377653381101657,0.2910084139716654,0.2625703763088358,-0.0299766214167886,0.0995031819038706,0.0602536997885835,-0.1659619450317125,0.1830081185016379,0.347827944737217,0.428771042650875,0.3674978375141394,0.2074332370831909,0.3074286269712289,0.2613903262092238,-0.0141912260967379,0.5444652908067543,-0.2771106941838649,0.5662337662337662,0.2103896103896103,0.566640089446094,0.5299310056536458,0.7999999999999999,0.3999999999999999,0.2704517704517705,0.0213675213675213,0.2957758457471421,0.1663043687359329,0.3536019036540957,0.2301611552133472,0.2515404186714362,0.2230747915459606,-0.0305816135084427,-0.0919324577861163,0.3104278367436262,0.4340737498632235,0.2492307692307692,0.4694017094017094,-0.2695128779395296,-0.230515117581187,0.1788388497015735,-0.0098616386326641,0.2669213139801374,0.4747135217723453,-0.6086984703137154,-0.4239694062743064,0.5055560997377042,0.6315016162209814,0.640655307212557,0.5412103488406791,0.131133304385584,0.0777247069040382,0.3667667629376024,0.2144546665901599,0.0472704367301231,0.0927771556550951,-0.3831852358168148,-0.2592617908407382,0.5237245215365125,0.5674196622477603,0.4254293021556448,0.5908293752283523,0.3269230769230768,0.0682234432234432,0.5337041156840934,0.2173526140155728,-0.0305194805194805,-0.0166666666666666,0.1741255535794222,0.2183093193639544,0.1666666666666666,0.2166666666666666,0.3066478575207194,0.1759981862609265,0.2334204841620922,0.2614235736796236,0.3870368437532617,0.3975576662143826
